track_id,track_name,artist_id,artist_name,album_id,duration,release_date,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,playlist_id,playlist_name
7IsEXPk6qqt30FfQv4SZMa,The Way,7FtVJzRtpQpU61nBwB7cKN,Fastball,2KVpGKVIzcK9bB13MXJGEb,257093,1998-01-01,65,0.646,0.882,6,-5.648,0,0.0346,0.143,9.67e-06,0.335,0.908,120.837,20LKsiDZd4ALrlihncFcFa,90s Alternative Rock
1Qdnvn4XlmZANCVy3XjrQo,Show Me How to Live,2ziB7fzrXBoh1HUPS6sVFn,Audioslave,78guAsers0klWl6RwzgDLd,277840,2002-11-17,71,0.433,0.854,9,-3.868,1,0.0483,0.000336,0.000177,0.162,0.368,89.4,20LKsiDZd4ALrlihncFcFa,90s Alternative Rock
5fuxkBTKB1ZlYI3ia2HnLz,Seasons,0XHiH53dHrvbwfjYM7en7I,Chris Cornell,21Y9TFBmsA3XBS9b3yTzgi,346186,2017-05-19,40,0.461,0.44,10,-9.753,1,0.0303,0.198,0.0594,0.138,0.169,151.906,20LKsiDZd4ALrlihncFcFa,90s Alternative Rock
5Xak5fmy089t0FYmh3VJiY,Black,1w5Kfo2jwwIPruYS2UWh56,Pearl Jam,5B4PYA7wNN4WdEXdIJu58a,342653,1991-08-27,76,0.36,0.684,4,-6.457,0,0.0308,0.323,0.0,0.34,0.2,77.15,20LKsiDZd4ALrlihncFcFa,90s Alternative Rock
7JrUo70YjhU4S7flcJtK0k,Wonderwall,2DaxqgrOhkeH0fpeiQq2f4,Oasis,1GIiLeoqfB5s7lMYPNPzbB,258906,1995-10-02,0,0.412,0.849,2,-5.625,1,0.0361,0.00212,0.0,0.13,0.486,174.428,20LKsiDZd4ALrlihncFcFa,90s Alternative Rock
4jKq1e80xAYixkIwt6YyV1,Brick,44gRHbEm4Uqa0ykW0rDTNk,Ben Folds Five,3oz8kworUyU7oXjaEVhDsZ,271720,1997-03-18,57,0.542,0.454,2,-10.247,1,0.025,0.645,0.00279,0.15,0.267,96.881,20LKsiDZd4ALrlihncFcFa,90s Alternative Rock
1Dr1fXbc2IxaK1Mu8P8Khz,When I Come Around,7oPftvlwr6VrsViSDV7fJY,Green Day,4uG8q3GPuWHQlRbswMIRS6,178000,1994-02-01,76,0.531,0.909,11,-4.236,1,0.034,0.0175,0.0,0.231,0.814,97.546,20LKsiDZd4ALrlihncFcFa,90s Alternative Rock
338gPBomyqx33wfeF1AGOd,Girlfriend,2idymNTKUdnTxforkb12Mw,Matthew Sweet,0SZjTgnyODlELJWopuCt8w,220000,1991,52,0.529,0.714,6,-6.315,1,0.031,0.00901,6.26e-06,0.0772,0.814,120.598,20LKsiDZd4ALrlihncFcFa,90s Alternative Rock
00wrX4c19o3QWj4JmPAX2D,Innocent,1lqW59DUEKqvcHc8mVWBtH,Our Lady Peace,0QNiEC0SnSCrDYU35IEZJe,221546,1994,36,0.476,0.889,1,-5.443,1,0.0549,0.00055,0.0,0.0798,0.796,89.035,20LKsiDZd4ALrlihncFcFa,90s Alternative Rock
76nvqWPFucUra1xCkN1tnD,Mmm Mmm Mmm Mmm,1YEGETLT2p8k97LIo3deHL,Crash Test Dummies,6MEFBcD0a87GMYiHW3VsVI,235173,1994-03-28,55,0.58,0.575,3,-7.72,1,0.0231,0.25,1.83e-05,0.0813,0.37,92.934,20LKsiDZd4ALrlihncFcFa,90s Alternative Rock
1wsRitfRRtWyEapl0q22o8,Guerrilla Radio,2d0hyoQ5ynDBnkvAbJKORj,Rage Against The Machine,2eia0myWFgoHuttJytCxgX,206200,1999-11-02,71,0.599,0.957,11,-5.764,1,0.188,0.0129,7.06e-05,0.155,0.489,103.68,20LKsiDZd4ALrlihncFcFa,90s Alternative Rock
0xer3oYz7xQO8t0Qx6sSMK,Fall Down,4j7EVY3kuDwLPfD2jfC7LC,Toad The Wet Sprocket,4MCGhE7t3MzFXlyq9pQYVM,202400,1999,40,0.444,0.886,0,-5.705,1,0.0335,0.115,0.000688,0.164,0.736,151.974,20LKsiDZd4ALrlihncFcFa,90s Alternative Rock
5sMUwUR3JI2woCOrNbizUt,Lullaby,4TROLx8HvrnfGGNo2ngL2N,Shawn Mullins,56a0jajgyzAVEAYBJc8BG6,330666,1992,54,0.509,0.833,7,-5.337,1,0.0597,0.0398,0.00257,0.207,0.569,79.935,20LKsiDZd4ALrlihncFcFa,90s Alternative Rock
5DiXcVovI0FcY2s0icWWUu,Mr. Jones,0vEsuISMWAKNctLlUAhSZC,Counting Crows,4nKfZbCALT9H9LfedtDwnZ,272293,1993-01-01,78,0.578,0.817,0,-6.542,1,0.0363,0.183,3.06e-06,0.285,0.726,141.621,20LKsiDZd4ALrlihncFcFa,90s Alternative Rock
74X1epeRufHckhuX1KFD04,Hallelujah,3nnQpaTvKb5jCQabZefACI,Jeff Buckley,07Fr36M0hRPJrSJMFWGnvD,413320,1994,0,0.339,0.143,0,-10.78,1,0.0317,0.921,0.000636,0.372,0.0948,101.213,20LKsiDZd4ALrlihncFcFa,90s Alternative Rock
3AMzc1EbbuJX4FNMclv0XO,Molly (16 Candles),2JXDwIo5HsiwTcTPQytrZ8,Sponge,0BuGQh196vz5gFegsj3UAh,221500,2011-11-07,45,0.459,0.673,1,-8.846,1,0.028,1.49e-05,0.00174,0.0505,0.549,101.159,20LKsiDZd4ALrlihncFcFa,90s Alternative Rock
37EJtTS7jT5WUyXGZzrwnI,Santa Monica,694QW15WkebjcrWgQHzRYF,Everclear,27qNa5ef0TpYV17dBY01U0,191506,1995-01-01,72,0.491,0.942,7,-5.333,1,0.132,0.156,0.0,0.367,0.387,100.446,20LKsiDZd4ALrlihncFcFa,90s Alternative Rock
0ecuZefr04QYl0cGpT53Nz,Cut You In,5HUFo8AH9ZILmlyKFfEMNP,Jerry Cantrell,6AK1eIMwW1LxFNlqwiDED5,203000,1998-04-07,53,0.632,0.742,10,-6.785,1,0.0342,0.225,0.00115,0.138,0.725,119.509,20LKsiDZd4ALrlihncFcFa,90s Alternative Rock
